lesson_id,filename,script_text,voice_direction
stories/kindergarten,story-k-5-Q3,"<speak>Who is the dog?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-1-story,"<speak>A green frog sat on a stump.<break time=""300ms""/> He saw a dragonfly zip past.<break time=""300ms""/> The frog jumped and snapped!<break time=""300ms""/> He missed.<break time=""300ms""/> He tried again and got it.<break time=""300ms""/> What a great snack!</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-1-title,"<speak>Frog on a Stump</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-1-Q1,"<speak>Where did the frog sit?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-1-Q2,"<speak>What flew past the frog?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-1-Q3,"<speak>Did the frog catch it the first time?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-2-story,"<speak>Chad and his mom went on a big ship.<break time=""300ms""/> The ship had a flag.<break time=""300ms""/> Chad saw fish splash in the water.<break time=""300ms""/> Then the ship went past a whale!<break time=""300ms""/> Chad was so thrilled.</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-2-title,"<speak>The Big Ship</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-2-Q1,"<speak>Where did Chad go?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-2-Q2,"<speak>What did Chad see splash?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-2-Q3,"<speak>What big animal did they see?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-3-story,"<speak>Jake made a cake.<break time=""300ms""/> He put it on a plate.<break time=""300ms""/> His snake Pete came close.<break time=""300ms""/> Pete ate a grape, not the cake!<break time=""300ms""/> Jake smiled and ate a huge slice.</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-3-title,"<speak>Jake and the Cake</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-3-Q1,"<speak>What did Jake make?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-3-Q2,"<speak>What is the snake's name?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-3-Q3,"<speak>What did Pete eat?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-4-story,"<speak>A small crab lived by the creek.<break time=""300ms""/> One day, a crow dropped a stick near him.<break time=""300ms""/> The crab grabbed the stick and dragged it to his home.<break time=""300ms""/> Now he had a bridge!</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-4-title,"<speak>Brave Crab</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-4-Q1,"<speak>Where did the crab live?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-4-Q2,"<speak>What did the crow drop?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-4-Q3,"<speak>What did the crab make?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-5-story,"<speak>Chip the chipmunk had a plan.<break time=""300ms""/> He checked every path for chestnuts.<break time=""300ms""/> He found three under a thick bush.<break time=""300ms""/> Chip shoved them in his cheeks and rushed home.</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-5-title,"<speak>Chip the Chipmunk</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-5-Q1,"<speak>What is the chipmunk's name?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-5-Q2,"<speak>What was Chip looking for?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/1st,story-1-5-Q3,"<speak>How many did he find?</speak>","Read this like a cheerful, warm elementary school teacher reading a story to a young child. Slow pace, clear pronunciation:"
stories/2nd,story-2-1-story,"<speak>It rained all day.<break time=""300ms""/> Dean waited by the train.<break time=""300ms""/> The train was late!<break time=""300ms""/> He read his book and ate a snack.<break time=""300ms""/> When the train came, Dean cheered.<break time=""300ms""/> He had a seat by the window.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-1-title,"<speak>The Rain Train</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-1-Q1,"<speak>What was the weather like?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-1-Q2,"<speak>Was the train on time?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-1-Q3,"<speak>Where did Dean sit?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-2-story,"<speak>Joan found an old boat in the snow.<break time=""300ms""/> She loaded it with her coat and a loaf of bread.<break time=""300ms""/> She floated down the snowy road like it was a river!<break time=""300ms""/> Her goat followed behind.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-2-title,"<speak>The Snowboat</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-2-Q1,"<speak>What did Joan find?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-2-Q2,"<speak>What did she bring?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-2-Q3,"<speak>Who followed Joan?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-3-story,"<speak>The wind was unkind today.<break time=""300ms""/> It undid Rosa's braids.<break time=""300ms""/> It unzipped her backpack.<break time=""300ms""/> Papers flew everywhere!<break time=""300ms""/> Rosa was unhappy but she refilled her bag and retied her hair.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-3-title,"<speak>The Unkind Wind</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-3-Q1,"<speak>What did the wind undo?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-3-Q2,"<speak>How did Rosa feel?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-3-Q3,"<speak>What does 'retied' mean?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-4-story,"<speak>Lee lived on Beehive Street.<break time=""300ms""/> Each week, she would peek at the bees.<break time=""300ms""/> They worked as a team to feed the queen.<break time=""300ms""/> Lee felt proud to keep the bees safe.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-4-title,"<speak>Beehive Street</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-4-Q1,"<speak>Where did Lee live?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-4-Q2,"<speak>What did the bees feed?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-4-Q3,"<speak>How did Lee feel?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-5-story,"<speak>In the backyard, sunflowers grew tall.<break time=""300ms""/> A butterfly landed on a flowerpot.<break time=""300ms""/> It was beautiful!<break time=""300ms""/> Emma set up a birdbath nearby.<break time=""300ms""/> Soon, dragonflies came too.<break time=""300ms""/> Her backyard was a little rainforest.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-5-title,"<speak>The Butterfly Garden</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-5-Q1,"<speak>What grew tall in the backyard?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-5-Q2,"<speak>Where did the butterfly land?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/2nd,story-2-5-Q3,"<speak>What is a compound word in the story?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-1-story,"<speak>Maya discovered a tide pool behind the rocks.<break time=""300ms""/> Tiny crabs scurried across the sand.<break time=""300ms""/> A purple starfish clung to a stone.<break time=""300ms""/> She noticed the water was remarkably clear.<break time=""300ms""/> Maya decided to return every weekend to study the creatures.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-1-title,"<speak>The Secret Tide Pool</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-1-Q1,"<speak>Where was the tide pool?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-1-Q2,"<speak>What does 'remarkably' mean?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-1-Q3,"<speak>What did Maya decide to do?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-2-story,"<speak>Leo's compass vanished from his desk.<break time=""300ms""/> He searched his entire room.<break time=""300ms""/> Under the bed, he found dust bunnies.<break time=""300ms""/> Behind the bookshelf, he found an old photograph.<break time=""300ms""/> Finally, his little sister returned it with a sheepish grin.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-2-title,"<speak>The Missing Compass</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-2-Q1,"<speak>What does 'vanished' mean?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-2-Q2,"<speak>Who had the compass?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-2-Q3,"<speak>What does 'sheepish' mean here?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-3-story,"<speak>Nora's neighbors said nothing could grow in rocky soil.<break time=""300ms""/> She disagreed.<break time=""300ms""/> She replanted seeds three times.<break time=""300ms""/> She was patient and responsible.<break time=""300ms""/> By summer, her impossible garden was full of tomatoes and peppers.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-3-title,"<speak>The Impossible Garden</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-3-Q1,"<speak>What did the neighbors say?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-3-Q2,"<speak>How many times did Nora plant seeds?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-3-Q3,"<speak>What is the main lesson?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-4-story,"<speak>Kai thought the storm was exciting.<break time=""300ms""/> Thunder boomed and lightning flashed.<break time=""300ms""/> His dog Biscuit felt differently.<break time=""300ms""/> She hid under the table and whimpered.<break time=""300ms""/> Kai hugged her tight.<break time=""300ms""/> ""It's okay, Biscuit.<break time=""300ms""/> I'll keep you safe.""</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-4-title,"<speak>Two Points of View</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-4-Q1,"<speak>How did Kai feel about the storm?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-4-Q2,"<speak>How did Biscuit feel?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-4-Q3,"<speak>What did Kai do for Biscuit?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-5-story,"<speak>Omar built a robot for the science fair.<break time=""300ms""/> It could sort recycling into different bins.<break time=""300ms""/> Paper went left, plastic went right.<break time=""300ms""/> The judges were impressed.<break time=""300ms""/> Omar won first place because his invention helped the environment.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-5-title,"<speak>The Helpful Robot</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-5-Q1,"<speak>What could the robot do?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-5-Q2,"<speak>What is the main idea?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/3rd,story-3-5-Q3,"<speak>What place did Omar win?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-1-story,"<speak>March 14: The fog rolled in at dawn.<break time=""300ms""/> I lit the beacon at precisely 5:47 AM.<break time=""300ms""/> Three fishing boats returned safely because of the light.<break time=""300ms""/> Without the lighthouse, they might have crashed against the jagged rocks.<break time=""300ms""/> This job may be lonely, but it matters.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-1-title,"<speak>The Lighthouse Keeper's Journal</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-1-Q1,"<speak>What text structure is this?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-1-Q2,"<speak>Why does the keeper think the job matters?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-1-Q3,"<speak>What does 'precisely' mean?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-2-story,"<speak>In 1960, a group of children in a small town were told they couldn't use the public library.<break time=""300ms""/> Instead of giving up, they started their own in an abandoned basement.<break time=""300ms""/> They collected donated books and took turns being librarian.<break time=""300ms""/> Within a year, their collection had grown to over 500 books.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-2-title,"<speak>The Underground Library</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-2-Q1,"<speak>What is the theme of this story?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-2-Q2,"<speak>Where did they build the library?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-2-Q3,"<speak>How many books did they collect?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-3-story,"<speak>Deserts and tundras are both extreme environments, but they differ in important ways.<break time=""300ms""/> Deserts are scorching hot during the day, while tundras remain frozen year-round.<break time=""300ms""/> However, both have one thing in common: very little rainfall.<break time=""300ms""/> Animals in both places have adapted in remarkable ways to survive harsh conditions.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-3-title,"<speak>Desert vs. Tundra</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-3-Q1,"<speak>What text structure is used?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-3-Q2,"<speak>What do deserts and tundras have in common?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-3-Q3,"<speak>What does 'adapted' mean?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-4-story,"<speak>Before the toaster was invented in 1893, people held bread over an open flame with a fork.<break time=""300ms""/> It was slow, dangerous, and often resulted in burnt toast.<break time=""300ms""/> Albert Marsh created the first electric toaster, and breakfast was never the same.<break time=""300ms""/> Today, over 75 million American homes have one.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-4-title,"<speak>The Invention That Changed Breakfast</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-4-Q1,"<speak>What is the author's purpose?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-4-Q2,"<speak>When was the toaster invented?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-4-Q3,"<speak>How did people toast bread before?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-5-story,"<speak>Amara stared at the letter for a long time.<break time=""300ms""/> Her grandmother had written it years ago but Amara had never opened it.<break time=""300ms""/> Her hands trembled as she unfolded the paper.<break time=""300ms""/> ""Dear Amara, if you're reading this, you're brave enough to face anything.<break time=""300ms""/> Love always, Grandma."" Amara smiled through her tears.</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-5-title,"<speak>The Letter</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-5-Q1,"<speak>Why were Amara's hands trembling?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-5-Q2,"<speak>Who wrote the letter?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
stories/4th,story-4-5-Q3,"<speak>How did Amara feel at the end?</speak>","Read this like a friendly, clear teacher reading a story to a student. Natural pace:"
