Folder,Filename,Prompt
kindergarten/RI.K.2,RI.K.2-Q5.png,"A happy butterfly flying, with a small egg, a crawling caterpillar, and a chrysalis all around it, showing the stages of its life. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.3,RI.K.3-Q1.png,"Big, happy flowers reaching high towards the sky, with gentle raindrops falling on them from a cheerful cloud. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.3,RI.K.3-Q2.png,"A happy, solid ice cube character slowly dripping into puddles of sparkly water under a warm, friendly sun. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.3,RI.K.3-Q3.png,"A fluffy, yellow baby chick peeking out of a cracked eggshell, with a happy mother hen watching nearby. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.3,RI.K.3-Q4.png,"A big, cozy bear snuggled fast asleep in a warm den, with a pile of yummy berries and fish next to it, showing it ate a lot before sleeping. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.3,RI.K.3-Q5.png,"A tiny green stem with two leaves poking out of the brown soil, with a bright sun shining and a watering can nearby. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.4,RI.K.4-Q1.png,"A friendly chameleon with colorful scales, sitting on a warm rock under the sun, looking content. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.4,RI.K.4-Q2.png,"A friendly, cartoon volcano with a big smile, gently puffing out bright red, glowing ""lava"" bubbles from its top, like a playful fountain. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.4,RI.K.4-Q3.png,"A tall, majestic mountain with a sparkling, snowy cap on its very tippy-top, reaching high into the sky. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.4,RI.K.4-Q4.png,"A line of happy, smiling whales swimming together in a long journey across a big, blue ocean, heading towards a sunny, warm beach. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.4,RI.K.4-Q5.png,"A beautiful, sparkling underwater scene with friendly fish, a playful dolphin, and a gentle sea turtle swimming happily among colorful corals. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.5,RI.K.5-Q1.png,"A super shiny, big, golden star sparkling brightly on the very front of a colorful, closed gift box. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.5,RI.K.5-Q2.png,"A friendly, curious squirrel peeking around to the very back of a giant, colorful, closed treasure chest, where a small, exciting picture of a hidden acorn is shown. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.5,RI.K.5-Q3.png,"A colorful, happy curtain just opening to reveal the very first, most important sparkly stage light on a grand theater stage. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.5,RI.K.5-Q4.png,"Many colorful, tall building blocks standing in a row, with a friendly caterpillar peeking out from the thin, middle part of one block. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.5,RI.K.5-Q5.png,"A curious child looking at a big, colorful, wrapped present, wondering what's inside, with bright ribbons and a fun picture on the wrapping paper. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.6,RI.K.6-Q1.png,"A clever scientist character with a magnifying glass, happily creating a roaring dinosaur puppet from colorful clay. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.6,RI.K.6-Q2.png,"A happy artist character with a big paint palette and a brush, drawing a cheerful picture of an animal on a large canvas. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.6,RI.K.6-Q3.png,"A brave astronaut character floating in space, holding a giant, sparkling constellation map that they clearly drew themselves. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.6,RI.K.6-Q4.png,"A friendly person holding a big, shiny camera, smiling as they take a picture of a playful puppy. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.6,RI.K.6-Q5.png,"One happy character building a tall, wobbly tower from colorful blocks, while another happy character paints bright, fun pictures all over the blocks, making them much clearer and more exciting. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.7,RI.K.7-Q1.png,"A majestic, fluffy-maned lion with a big, friendly grin, showing off its soft, wild mane. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.7,RI.K.7-Q2.png,"A happy explorer character pointing to different colorful shapes on a giant, friendly world puzzle, showing exactly where a tiny red house is located. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.7,RI.K.7-Q3.png,"A series of four colorful pictures: a tiny, speckled egg, then a munching green caterpillar, then a cozy, shimmering cocoon, and finally a beautiful, flapping butterfly, showing how it changes. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.7,RI.K.7-Q4.png,"A friendly, smiling sun and a fluffy cloud looking at a tall, colorful tube with a red line going up and down, showing if it's hot or cold. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.7,RI.K.7-Q5.png,"A tiny, playful puppy standing next to a giant, friendly dog, clearly showing how different their sizes are. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.8,RI.K.8-Q1.png,"A super strong, happy child flexing their muscles, surrounded by colorful, smiling vegetables like broccoli, carrots, and tomatoes. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.8,RI.K.8-Q2.png,"A cozy child sleeping soundly in a warm bed, with a little dream bubble showing a growing plant and a bright light bulb popping up, representing growth and new ideas. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.8,RI.K.8-Q3.png,"A happy child wearing a bright, colorful helmet, safely riding a bicycle with a big smile, looking protected and secure. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.8,RI.K.8-Q4.png,"Three separate, happy dog characters: one dog cuddling lovingly with a child, another dog joyfully chasing a ball, and a third dog sitting up and shaking a paw. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.8,RI.K.8-Q5.png,"A sparkling glass of water with bubbles, next to a happy child who is running, a bright light bulb above their head, and a gear turning smoothly, representing energy, clear thinking, and a working body. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.9,RI.K.9-Q1.png,"Two different, happy cartoon cats playing together: one cat stretching lazily and looking soft, and another cat playfully batting at a toy mouse. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.9,RI.K.9-Q2.png,"Two distinct, colorful scenes side-by-side. On the left, fluffy white clouds with gentle blue raindrops falling. On the right, a field of bright, happy flowers growing, with gentle blue raindrops watering them. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.9,RI.K.9-Q3.png,"A big, friendly, glowing yellow sun shining brightly over a vibrant green plant, making it grow taller. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.9,RI.K.9-Q4.png,"A happy, playful brown dog sitting patiently while a kind child holds out a treat. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RI.K.9,RI.K.9-Q5.png,"A beautiful, brightly colored butterfly with large, patterned wings fluttering near a vibrant flower. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q1.png,"A happy, colorful train starting its journey from the far left of a track and chugging towards the right, with a friendly conductor waving from the starting point. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q2.png,"A cheerful bouncy ball hopping from the end of a winding, colorful path down to the beginning of the next path directly below it. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q3.png,"A friendly hand gently pushing a large, brightly colored puzzle piece to reveal a brand new, exciting picture underneath. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q4.png,"A parade of colorful toy trains chugging from the left side of the scene to the right, following a big, friendly, pointing arrow. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q5.png,"A happy little blue bird just beginning to fly out of a fluffy cloud in the top-left corner of a sunny sky. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q6.png,"Three colorful puzzle pieces, each a different happy animal, snapping together perfectly to form a complete, joyful picture of a park. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q7.png,"A friendly robot carefully stacking three different colored blocks, one on top of the other, to build a tall, wobbly tower. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1a,RF.K.1a-Q8.png,"A happy child carefully stacking colorful, mismatched building blocks into a tall, stable tower. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1b,RF.K.1b-Q1.png,"A fluffy orange cat meowing happily, and then three distinct, brightly colored, unique magical tokens appearing one by one in front of it. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1b,RF.K.1b-Q2.png,"A big, friendly mouth making different small, colorful sound bubbles float out and combine to form a bigger, happy sound cloud. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1b,RF.K.1b-Q3.png,"A happy brown dog wagging its tail, and then three unique, brightly colored, distinct magical shapes appearing one by one around it. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1b,RF.K.1b-Q4.png,"A small, red toy car magically transforming into a small, blue toy boat with a magical sparkle. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1b,RF.K.1b-Q5.png,"A child's happy giggle sound transforming into a beautiful, swirling, colorful ribbon that floats gently in the air. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1c,RF.K.1c-Q1.png,"A line of three happy, colorful bouncy balls, each with a perfect, even amount of empty space between them, rolling along a bright path. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1c,RF.K.1c-Q2.png,"Three different happy animals (a fox, a bear, and a rabbit) standing clearly apart from each other, making them easy to see and identify, with plenty of sunny space between each one. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1c,RF.K.1c-Q3.png,"A long, colorful train of three connected toy cars, with a friendly hand gently pulling the middle car away to create three separate, happy cars. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1c,RF.K.1c-Q4.png,"A happy child giggling and holding up three bright, colorful balloons, each balloon representing a part of their joy. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1c,RF.K.1c-Q5.png,"A happy child creating a path with stepping stones, carefully placing each stone with a little gap in between for their toy dog to walk on. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1d,RF.K.1d-Q1.png,"A giant, friendly red apple, perfectly shaped like the uppercase letter 'A', sitting in a sunny green field. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1d,RF.K.1d-Q2.png,"A cute, playful green goose, shaped like the lowercase letter 'g', waddling beside a sparkling pond. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1d,RF.K.1d-Q3.png,"A big, friendly brown bear shaped like an uppercase 'B', standing next to a tiny, cute baby bear cub shaped like a lowercase 'b'. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1d,RF.K.1d-Q4.png,"A majestic, purple moose shaped like the letter 'M' trotting along a path, followed closely by a friendly, orange narwhal shaped like the letter 'N'. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.1d,RF.K.1d-Q5.png,"Twenty-six brightly colored, unique, friendly toy robots standing in a happy line, each one different from the last. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2a,RF.K.2a-Q1.png,"A fluffy orange cat wearing a silly, tall blue hat, both looking happy together. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2a,RF.K.2a-Q2.png,"A big, smiling yellow sun shining brightly over a warm, fluffy brown bun. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2a,RF.K.2a-Q3.png,"A bouncy red ball hitting a tall brick wall, while a tall green tree stands far away in the background, not touching them. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2a,RF.K.2a-Q4.png,"A shiny red car driving under a twinkling yellow star in the night sky. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2a,RF.K.2a-Q5.png,"A bright red mop standing next to a happy, bouncing rabbit. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2b,RF.K.2b-Q1.png,"A single, whole, happy orange cat, perfectly complete and undivided, sitting on a colorful rug. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2b,RF.K.2b-Q2.png,"A bright yellow banana neatly split into three distinct, colorful, happy sections, each section a different shade. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2b,RF.K.2b-Q3.png,"A colorful butterfly, split into three distinct, brightly colored segments, floating happily. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2b,RF.K.2b-Q4.png,"A happy, bright orange pumpkin split cleanly into two distinct, colorful halves. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2b,RF.K.2b-Q5.png,"A fluffy white cloud gently joining with a vibrant, arching bow of colors to form a complete, beautiful rainbow. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2c,RF.K.2c-Q1.png,"A fluffy, playful kitten happily jumping out of a magical cloud of two colorful, swirling sound bubbles. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2c,RF.K.2c-Q2.png,"A big, friendly, glowing yellow sun shining brightly, formed from two colorful, merging sound bubbles. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2c,RF.K.2c-Q3.png,"A friendly, round orange pumpkin smiling, with a little fluffy white cloud floating just in front of it, showing the first sound separately from the rest. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2c,RF.K.2c-Q4.png,"A giant, friendly, fluffy monster, formed from two colorful, merging sound bubbles. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2c,RF.K.2c-Q5.png,"A cheerful little tap-dancing turtle, tapping its foot rhythmically on a brightly colored drum. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
kindergarten/RF.K.2d,RF.K.2d-Q1.png,"A happy cow munching on grass, making a gentle ""mmm"" sound. Bright 2D cartoon illustration, bold clean outlines, vibrant saturated colors. No text, no words, no letters."
